ROWNAME	Name	TissueType	DataSource	OncoTree1	OncoTree2	OncoTree3	OncoTree4
1357	HSC-4	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1358	HT	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1359	HT-1080	soft tissue other	CGP	Soft_Tissue	NA	NA	NA
1360	HT-1197	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1361	HT-1376	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1362	HT-144	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1363	HT-29	large_intestine	CGP	Bowel	NA	NA	NA
1364	HT-3	cervix	CGP	Cervix	NA	NA	NA
1365	HT55	large_intestine	CGP	Bowel	NA	NA	NA
1366	HTC-C3	thyroid	CGP	Thyroid	NA	NA	NA
1367	HuCCT1	biliary_tract	CGP	Biliary_Tract	NA	NA	NA
1368	HuH-28	biliary_tract	CGP	Biliary_Tract	NA	NA	NA
1369	HUH-6-clone5	liver	CGP	Liver	NA	NA	NA
1370	HuH-7	liver	CGP	Liver	NA	NA	NA
1371	HuNS1	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1372	HuO-3N1	osteosarcoma	CGP	Bone	Osteosarcoma (OS)	NA	NA
1373	HuO9	osteosarcoma	CGP	Bone	Osteosarcoma (OS)	NA	NA
1374	HuP-T3	pancreas	CGP	Pancreas	NA	NA	NA
1375	HuP-T4	pancreas	CGP	Pancreas	NA	NA	NA
1376	HUTU-80	other	CGP	Other	NA	NA	NA
1377	IA-LM	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1378	IGR-1	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1379	IGROV-1	ovary	CGP	Ovary	NA	NA	NA
1380	IM-9	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1381	IMR-5	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1382	IPC-298	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1383	IST-MEL1	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1384	IST-MES1	mesothelioma	CGP	Mesothelium	Mesothelioma (MESO)	NA	NA
1385	IST-SL1	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1386	IST-SL2	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1387	ITO-II	germ_cell_tumour	CGP	Other	Unknown (UNK)	NA	NA
1388	J-RT3-T3-5	lymphoblastic T cell leukaemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1389	J82	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1390	JAR	other	CGP	Other	NA	NA	NA
1391	JEG-3	other	CGP	Other	NA	NA	NA
1392	JiyoyeP-2003	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1393	JVM-2	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1394	JVM-3	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1395	K052	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1396	K5	thyroid	CGP	Thyroid	NA	NA	NA
1397	KALS-1	glioma	CGP	Brain_CNS	NA	NA	NA
1398	KARPAS-299	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1399	KARPAS-422	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1400	KARPAS-45	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1401	KASUMI-1	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1402	KATOIII	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1403	KE-37	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1404	KGN	ovary	CGP	Ovary	NA	NA	NA
1405	KINGS-1	glioma	CGP	Brain_CNS	NA	NA	NA
1406	KM-H2	Hodgkin lymphoma	CGP	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
1407	KM12	large_intestine	CGP	Bowel	NA	NA	NA
1408	KMOE-2	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1409	KMS-12-BM	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1410	KMS-12-PE	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1411	KNS-42	glioma	CGP	Brain_CNS	NA	NA	NA
1412	KNS-62	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1413	KNS-81-FD	glioma	CGP	Brain_CNS	NA	NA	NA
1414	KOSC-2	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1415	KP-4	pancreas	CGP	Pancreas	NA	NA	NA
1416	KP-N-RT-BM-1	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1417	KP-N-S19s	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1418	KP-N-YN	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1419	KP-N-YS	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1420	KS-1	glioma	CGP	Brain_CNS	NA	NA	NA
1421	KU-19-19	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1422	KURAMOCHI	ovary	CGP	Ovary	NA	NA	NA
1423	KY821	leukemia	CGP	Blood	NA	NA	NA
1424	KYSE-140	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1425	KYSE-150	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1426	KYSE-180	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1427	KYSE-270	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1428	KYSE-410	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1429	KYSE-450	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1430	KYSE-510	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1431	KYSE-520	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1432	KYSE-70	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1433	L-363	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1434	L-428	Hodgkin lymphoma	CGP	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
1435	L-540	Hodgkin lymphoma	CGP	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
1436	LAMA-84	CML	CGP	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
1437	LAN-1	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1438	LAN-5	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1439	LAN-6	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1440	LB1047-RCC	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1441	LB2241-RCC	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1442	LB2518-MEL	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1443	LB373-MEL-D	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1444	LB647-SCLC	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1445	LB771-HNC	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1446	LB831-BLC	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1447	LB996-RCC	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1448	LC-1F	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1449	LC4-1	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1450	LCLC-103H	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1451	LCLC-97TM1	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1452	LK-2	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1453	LN-405	glioma	CGP	Brain_CNS	NA	NA	NA
1454	LNCaP-Clone-FGC	prostate	CGP	Prostate	NA	NA	NA
1455	LOUCY	lymphoblastic T cell leukaemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1456	LoVo	large_intestine	CGP	Bowel	NA	NA	NA
1457	LOXIMVI	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1458	LP-1	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1459	LS-1034	large_intestine	CGP	Bowel	NA	NA	NA
1460	LS-123	large_intestine	CGP	Bowel	NA	NA	NA
1461	LS-174T	large_intestine	CGP	Bowel	NA	NA	NA
1462	LS-411N	large_intestine	CGP	Bowel	NA	NA	NA
1463	LS-513	large_intestine	CGP	Bowel	NA	NA	NA
1464	LU-134-A	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1465	LU-135	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1466	LU-139	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1467	LU-65	lung other	CGP	Lung	NA	NA	NA
1468	LU-99A	lung other	CGP	Lung	NA	NA	NA
1469	LXF-289	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1470	M059J	glioma	CGP	Brain_CNS	NA	NA	NA
1471	M14	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1472	Malme-3M	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1473	MC-1010	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1474	MC-IXC	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1475	MCF7	breast	CGP	Breast	NA	NA	NA
1476	MDA-MB-134-VI	breast	CGP	Breast	NA	NA	NA
1477	MDA-MB-157	breast	CGP	Breast	NA	NA	NA
1478	MDA-MB-175-VII	breast	CGP	Breast	NA	NA	NA
1479	MDA-MB-231	breast	CGP	Breast	NA	NA	NA
1480	MDA-MB-361	breast	CGP	Breast	NA	NA	NA
1481	MDA-MB-415	breast	CGP	Breast	NA	NA	NA
1482	MDA-MB-435	breast	CGP	Breast	NA	NA	NA
1483	MDA-MB-453	breast	CGP	Breast	NA	NA	NA
1484	MDA-MB-468	breast	CGP	Breast	NA	NA	NA
1485	ME-180	cervix	CGP	Cervix	NA	NA	NA
1486	MEG-01	CML	CGP	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
1487	MEL-HO	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1488	MEL-JUSO	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1489	MES-SA	soft tissue other	CGP	Soft_Tissue	NA	NA	NA
1490	Mewo	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1491	MFE-280	endometrium	CGP	Uterus	NA	NA	NA
1492	MFE-296	endometrium	CGP	Uterus	NA	NA	NA
1493	MFH-ino	soft tissue other	CGP	Soft_Tissue	NA	NA	NA
1494	MFM-223	breast	CGP	Breast	NA	NA	NA
1495	MG-63	osteosarcoma	CGP	Bone	Osteosarcoma (OS)	NA	NA
1496	MHH-CALL-2	B cell leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1497	MHH-CALL-4	B cell leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1498	MHH-ES-1	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1499	MHH-NB-11	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1500	MHH-PREB-1	B cell leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1501	MIA-PaCa-2	pancreas	CGP	Pancreas	NA	NA	NA
1502	MJ	haematopoietic_neoplasm other	CGP	Other	NA	NA	NA
1503	MKN1	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1504	MKN28	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1505	MKN45	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1506	MKN7	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1507	ML-2	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1508	MMAC-SF	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1509	MN-60	B cell leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1510	MOG-G-CCM	brain	CGP	Brain_CNS	NA	NA	NA
1511	MOG-G-UVW	glioma	CGP	Brain_CNS	NA	NA	NA
1512	MOLT-13	lymphoblastic T cell leukaemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1513	MOLT-16	lymphoblastic T cell leukaemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1514	MOLT-4	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1515	MONO-MAC-6	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1516	MPP-89	mesothelioma	CGP	Mesothelium	Mesothelioma (MESO)	NA	NA
1517	MRK-nu-1	breast	CGP	Breast	NA	NA	NA
1518	MS-1	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1519	MSTO-211H	mesothelioma	CGP	Mesothelium	Mesothelioma (MESO)	NA	NA
1520	MUTZ-1	haematopoietic_neoplasm other	CGP	Other	NA	NA	NA
1521	MZ2-MEL.	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1522	MZ7-mel	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1523	NALM-1	CML	CGP	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
1524	NALM-6	B cell leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1525	NB1	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1526	NB10	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1527	NB12	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1528	NB13	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1529	NB14	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1530	NB16	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1531	NB17	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1532	NB19	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1533	NB4	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1534	NB5	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1535	NB6	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1536	NB69	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1537	NB7	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1538	NBsusSR	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1539	NCCIT	germ_cell_tumour	CGP	Other	Unknown (UNK)	NA	NA
1540	NCI-ADR-RES	ovary	CGP	Ovary	NA	NA	NA
1541	NCI-H1048	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1542	NCI-H1092	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1543	NCI-H1105	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1544	NCI-H1155	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1545	NCI-H1299	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1546	NCI-H1304	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1547	NCI-H1355	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1548	NCI-H1395	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1549	NCI-H1436	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1550	NCI-H1437	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1551	NCI-H146	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1552	NCI-H1522	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1553	NCI-H1563	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1554	NCI-H157	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1555	NCI-H1573	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1556	NCI-H1618	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1557	NCI-H1650	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1558	NCI-H1651	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1559	NCI-H1666	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1560	NCI-H1693	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1561	NCI-H1703	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1562	NCI-H1755	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1563	NCI-H1770	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1564	NCI-H1792	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1565	NCI-H1793	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1566	NCI-H1838	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1567	NCI-H1930	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1568	NCI-H1975	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1569	NCI-H1993	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1570	NCI-H2009	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1571	NCI-H2029	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1572	NCI-H2030	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1573	NCI-H2052	mesothelioma	CGP	Mesothelium	Mesothelioma (MESO)	NA	NA
1574	NCI-H2081	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1575	NCI-H2087	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1576	NCI-H209	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1577	NCI-H2107	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1578	NCI-H2126	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1579	NCI-H2141	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1580	NCI-H2170	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1581	NCI-H2171	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1582	NCI-H2196	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1583	NCI-H2227	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1584	NCI-H2228	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1585	NCI-H226	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1586	NCI-H2291	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1587	NCI-H23	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1588	NCI-H2330	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1589	NCI-H2342	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1590	NCI-H2347	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1591	NCI-H2405	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1592	NCI-H2452	mesothelioma	CGP	Mesothelium	Mesothelioma (MESO)	NA	NA
1593	NCI-H250	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1594	NCI-H28	mesothelioma	CGP	Mesothelium	Mesothelioma (MESO)	NA	NA
1595	NCI-H292	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1596	NCI-H295	Adrenal gland	CGP	Adrenal_Gland	NA	NA	NA
1597	NCI-H345	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1598	NCI-H358	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1599	NCI-H378	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1600	NCI-H441	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1601	NCI-H446	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1602	NCI-H460	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1603	NCI-H508	large_intestine	CGP	Bowel	NA	NA	NA
1604	NCI-H510A	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1605	NCI-H520	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1606	NCI-H522	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1607	NCI-H524	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1608	NCI-H526	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1609	NCI-H596	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1610	NCI-H630	large_intestine	CGP	Bowel	NA	NA	NA
1611	NCI-H64	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1612	NCI-H650	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1613	NCI-H661	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1614	NCI-H716	large_intestine	CGP	Bowel	NA	NA	NA
1615	NCI-H727	lung: NSCLC: carcinoid	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Carcinoid (LUCA)	NA
1616	NCI-H747	large_intestine	CGP	Bowel	NA	NA	NA
1617	NCI-H810	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1618	NCI-H82	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1619	NCI-H838	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1620	NCI-H889	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1621	NCI-N417	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1622	NCI-N87	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1623	NCI-SNU-1	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1624	NCI-SNU-16	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1625	NCI-SNU-5	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1626	NEC8	germ_cell_tumour	CGP	Other	Unknown (UNK)	NA	NA
