nsc	name	testing_status	mechanism
682868	"1-[11-(4-Methoxyphenyl)-13-methyl-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,16-hexaen-14-yl]ethanone"		
682869	"1-[11-(4-Fluorophenyl)-13-methyl-15-thia-12,17-diazatetracyclo[8.7.0.02,7.012,16]heptadeca-1(10),2,4,6,13,16-hexaen-14-yl]ethanone"		
682881	Ethyl 4-(5-cyano-2-methyl-1-phenyl-6-thioxo-pyrimidin-4-yl)piperazine-1-carboxylate		
682915	"4,6-Diamino-12-[(4-chlorophenyl)methyl]-5,7,9,12-tetrazatetracyclo[9.7.0.03,8.013,18]octadeca-1(11),3,5,7,13,15,17-heptaen-10-one"		
682923	Ethyl 4-[(2-benzoyl-1-cyano-1-isoquinolyl)methyl]pyridine-3-carboxylate		
682924	"8H-Isoquino[2,1-b][2,7]naphthyridin-8-one"		
682931	"Diethyl (6S,8R)-6-methyl-5,9-bis(4-nitrophenyl)-8-phenyl-2,4,5,9,10,12-hexazatetracyclo[11.4.0.02,6.08,12]heptadeca-1(17),3,10,13,15-pentaene-3,11-dicarboxylate"		
682932	"3-[6-(4-Methoxyphenyl)-4-(3,4,5-trimethoxyphenyl)-2-pyridyl]chromen-2-one"		
682990	Withafastuosin D diacetate		
682991	"Benzo[1,2-b:4,5-b']-dithiophene-4,8-dione, 2,6-dinitro-"		
682993	"Benzo[1,2-b:4,5-b']dithiophene-4,8-diol, dipropionate"		
682994	"Benzo[1,2-b:4,5-b']dithiophene-4,8-diol,diester with but..."		
682995	"5,8-Quinolinedione, 2-methyl-"		
682996	AK136303		
682997	"2,8-Dimethylbenzo[g]quinoline-5,10-dione"		
682998	"2,7-Dimethylbenzo[g]quinoline-5,10-dione"		
683039	ERB-38 Immunotoxin		
683041	"5-Hexenyl 4,6-di-O-acetyl-2,3-dideoxyhex-2-enopyranoside"		
683042	"10-Undecenyl 4,6-di-O-acetyl-2,3-dideoxyhex-2-enopyranoside"		
683048	"2,5,12-Trimethyl-[1,4]benzodioxino[3,2-g]isoquinolin-2-ium acetate"		
683050	"(2,6-difluorophenyl)[?]"		
683054	"5a-Hydroxychromeno[2,3-b]chromen-12-one"		
683056	"2,5a-Dihydroxychromeno[2,3-b]chromen-12-one"		
683057	"1,3,5a-Trihydroxychromeno[2,3-b]chromen-12-one"		
683061	Ethyl 3-(4-fluoroanilino)-7-(trifluoromethyl)quinoxaline-2-carboxylate		
683062	3-(4-Methoxyanilino)-7-(trifluoromethyl)quinoxaline-2-carboxylic acid		
683069	"2-Phenyl-7-(trifluoromethyl)-3-(3,4,5-trimethoxyphenoxy)quinoxalin-5-amine"		
683086	"Boronic acid, [3-methyl-1-[[1-oxo-4-phenyl- 2-[[(2-quino..."		
683125	"2-Ethoxy-6-(O-methyl)hydroxyiminoestra-1,3,5(10)-trien-3..."		
683138			
683140			
683201	17-Demethoxy-17-N-allyamino-geldanamycin 11-(4'-aminobut...		
683238	2-(p-Toluene sulfonyl)-L-glutamic acid hydrazide		
683239	2-(p-Toluene sulfonyl)-L-glutamic acid phenyl hydrazide		
683246	"(r,s)-roscovitine"		
683247	"Acridine-4-carboxamide, 9-amino-5-methyl- N-[2-(dimethyl..."		
683248			
683252	"(2-Nitrophenyl)methyl (1S,5S,8Z,12S,20R)-21-oxa-13-azapentacyclo[10.9.0.01,20.05,20.014,19]henicosa-8,14,16,18-tetraen-6,10-diyne-13-carboxylate"		
683253	"(4-Nitrophenyl)methyl (1S,5S,8Z,12S,20R)-21-oxa-13-azapentacyclo[10.9.0.01,20.05,20.014,19]henicosa-8,14,16,18-tetraen-6,10-diyne-13-carboxylate"		
683256	"1,3-Bis(3-fluoro-3,3-dinitro-propyl)urea"		
683257	Neuro_000419		
683258	"1-Propanamine, 3-fluoro-N-(2-fluoro-2,2-dinitroethyl)-3,3-dinitro-"		
683259	"(2-Fluoro-2,2-dinitro-ethyl) (3-fluoro-3,3-dinitro-propyl) carbonate"		
683260	"3-(2-Fluoro-2,2-dinitro-ethoxy)propane-1,2-diol"		
683270			
683272			
683288			
683289			
683324	"6-phenyl-5H-thiazolo[3,2-b][1,2,4]triazol-6-ol"		
683326	"N-[6,7-Dibromo-20-(hydroxyamino)-2,11-dioxa-18,21-diazatetracyclo[20.4.0.04,9.012,17]hexacosa-1(26),4,6,8,12,14,16,18,20,22,24-undecaen-19-yl]hydroxylamine"		
683328	LS-123342		
683330	"2,5-Diamino-6-[2-(phosphonomethoxy)ethylamino]pyrimidine-4(3H)-one"		
683332	"Spiro[2a,8a-epoxyanthra[2,3-b]oxirene- 2-(1aH),2'-naphth..."		
683334	"Pyrazolo[5,1-c][1,2,4]benzotriazine-3-carbonitrile, 8-ch..."		
683339	LS-134106		
683341	ZTMWQBSJCZHMJR-UHFFFAOYSA-N		
683365	"9-Hydroxy-6,8-dimethoxy-3,3-dimethyl-2,4-dihydroanthracen-1-one"		
683374	1-Benzoyl-3-nitroso-3-methylguanidine		
683384	"4-Methyl-3,4-dihydro-1H-pyrimido[1,2-a]benzimidazol-2-one"		
683389	"2,4,4-Trimethyl-3H-pyrimido[1,2-a]benzimidazole"		
683398	"1H-Benz[g]indole-2,3-dimethanol, (1-methylethyl)carbamat..."		
683399	"[7,8-Dichloro-1-methyl-2-(propan-2-ylcarbamoyloxymethyl)benzo[g]indol-3-yl]methyl N-propan-2-ylcarbamate"		
683402	[2-(Isopropylcarbamoyloxymethyl)-7-methoxy-1-methyl-benzo[g]indol-3-yl]methyl N-isopropylcarbamate		
683403	[2-(Cyclohexylcarbamoyloxymethyl)-1-methyl-benzo[g]indol-3-yl]methyl N-cyclohexylcarbamate		
683404	"[7,8-Dichloro-2-(cyclohexylcarbamoyloxymethyl)-1-methylbenzo[g]indol-3-yl]methyl N-cyclohexylcarbamate"		
683405	"[7,8-Dichloro-1-methyl-2-(phenylcarbamoyloxymethyl)benzo[g]indol-3-yl]methyl N-phenylcarbamate"		
683410	"[(3S,8S,9S,10R,13R,14S,17R)-10,13-Dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] 9-oxo-10H-acridine-4-carboxylate"		
683414	"N-[4-[[(5S,5As,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]-1-methyl-4-nitropyrrole-2-carboxamide"		
683415	"N-[4-[[(5S,5As,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]-1-methyl-4-nitropyrrole-2-carboxamide;hydrochloride"		
683416	"1H-Pyrrole-2-carboxamide, N-[2-[[[4-[[5,5a,6,8,8a,9-hexa..."		
683440	4-Cyclopropyl-1-methyl-1-oxido-piperidin-1-ium-4-ol		
683478	"4-{[6-(2-Fluorophenyl)[1,3]dioxolo[4,5-g]quinolin-8-yl]oxy}butanoic acid"		
683479	"Ethyl 4-{[6-(2-fluorophenyl)[1,3]dioxolo[4,5-g]quinolin-8-yl]oxy}butanoate"		
683481	Entilin A		
683483	"Butanedial, 2-[2-[octahydro-5,5,8a-trimethylspiro[naphth..."		
683497	"15-Chloro-9-thia-2,4,5,11-tetrazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(13),3,5,14,16-pentaen-12-one"		
683507	"3-Phenylthieno[2,3-b]pyrrolizin-8-one"		
683508	"3-(4-Fluorophenyl)thieno[2,3-b]pyrrolizin-8-one"		
683509	"3-(4-Chlorophenyl)thieno[2,3-b]pyrrolizin-8-one"		
683510	"2-(4-Fluorophenyl)thieno[2,3-b]pyrrolizin-8-one"		
683513			
683515			
683516			
683517	"8H-Thieno[2,3-b]pyrrolizinium, 3-(4-bromophenyl)-4-methy..."		
683518			
683555	Camptothecin Derivative		TOP1
683556	Camptothecin Derivative		TOP1
683557	Camptothecin Derivative		TOP1
683558	Camptothecin Derivative		TOP1
683564	"2-Butenoic acid, 4,4-dicyano-4-[[(3-thienyl)methylene]am..."		
683566			
683582	"(5R,8Ar,9R)-5-[[2-(furan-2-yl)-7,8-dihydroxy-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"		
683583	"(5R,8Ar,9R)-5-[(7,8-dihydroxy-2-propan-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"		
683584	"(5R,8Ar,9R)-5-[(7,8-dihydroxy-2-propan-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-on"		
683592	STK701172		
683605			
683608			
683614	3-[Methyl-(4-nitrophenyl)azo-amino]-1-phenyl-butan-2-ol		
683627	3-(4-Chlorophenyl)-4-(4-fluorophenyl)-6-phenylpyridin-2-amine		
683628	3-(4-Fluorophenyl)-4-(4-methoxyphenyl)-6-(4-pyridyl)pyridin-2-amine		
683631			
683633			
683637	"4-(5-(4-Chlorophenyl)-4-(3-pyridinyl)-1H-imidazol-2-yl)-1,2-benzenediol"		
683638	"6'-phenyl-4,2':4',4''-terpyridine"		
683640	4-(4-Methoxyphenyl)-3-naphthalen-2-yl-6-phenylpyridin-2-amine		
683641	2-Amino-3-(4-chlorophenyl)-4-fluoronaphthalene-1-carbonitrile		
683643	"6-Amino-5-[(4-methoxyphenyl)methyl]-3-methyl-1H-pyrimidine-2,4-dione"		
683648	"Pyrimidine-2,4(1H,3H)-dione, 6-[(4-chlorophenyl)azo]-"		
683656	"N~4~,N~6~-Dibenzyl-2,4,6-pyrimidinetriamine"		
683659	"2-Azabicyclo[16.3.1]docos-1(21),4,6,10,18-pentaen- 3,20,..."		
683661	"2-Azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaene- 3,2..."		
683662	"2-Azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaene- 3,2..."		
683663	"[(4E,6Z,8R,9R,10E,12R,13R,14R,16R)-9-Carbamoyloxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-13-yl] 3-aminopropanoate"		
683664	"2-Azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaene- 3,2..."		
683666	"[(4E,6Z,8R,9R,10E,12R,13R,14R,16R)-9-Carbamoyloxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-13-yl] 5-aminopentanoate"		
683682	"2-[[4-[2-[Dimethyl-[(4-nitrophenyl)methyl]azaniumyl]ethylamino]-5,8-dihydroxy-9,10-dioxoanthracen-1-yl]amino]ethyl-dimethyl-[(4-nitrophenyl)methyl]azanium;chloride"		
683683			
683688	"Estra-1,3,5(10)-triene-3,6,17.beta.-triol, 2-ethoxy-"		
683690	Dichapetalin A		
683692	"Glutamamide, N-acetyl-1-O-(phenylmethyl)-.alpha.-muramoy..."		
683694	"2-[[2-[2-[3-Acetamido-5-hydroxy-6-(hydroxymethyl)-2-methyl-2-phenylmethoxyoxan-4-yl]oxypropanoylamino]-3-methylbutanoyl]amino]-N'-[3-[(1-nitro-9,10-dihydroacridin-9-yl)amino]propyl]pentanediamide"		
683695	2-[2-[[2-[3-Acetamido-5-hydroxy-6-(hydroxymethyl)-2-methyl-2-phenylmethoxyoxan-4-yl]oxyacetyl]amino]propanoylamino]-N'-[5-[(4-nitro-9-oxo-10H-acridin-1-yl)amino]pentyl]pentanediamide		
683746	"N'-Benzylidene-4-((2,5-dioxo-4-imidazolidinylidene)methyl)benzenesulfonohydrazide"		
683747	"N'-Benzylidene-4-((1-methyl-2,5-dioxo-4-imidazolidinylidene)methyl)benzenesulfonohydrazide"		
683762			
683764	"[(5E)-5-[Acetyl-[4-[(Z)-(2,5-dioxoimidazolidin-4-ylidene)methyl]phenyl]sulfonylhydrazinylidene]-2,3,4-triacetyloxypentyl] acetate"		
683766	"Benzoic acid, 4-[[(2-bromi-3,6-dioxo-1,4-cyclohexadienyl..."		
683774	"Diethyl 2-[[2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoyl]amino]pentanedioate;2,2,2-trifluoroacetic acid"		
683775	"Diethyl (2S)-2-[[(2R)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoyl]amino]pentanedioate;2,2,2-trifluoroacetic acid"		
683776	"Ethyl (4S)-4-amino-5-[[(2S)-3-[4-[bis(2-chloroethyl)amino]phenyl]-1-ethoxy-1-oxopropan-2-yl]amino]-5-oxopentanoate;2,2,2-trifluoroacetic acid"		
683777	"Ethyl (4S)-4-amino-5-[[(2R)-3-[4-[bis(2-chloroethyl)amino]phenyl]-1-ethoxy-1-oxopropan-2-yl]amino]-5-oxopentanoate;2,2,2-trifluoroacetic acid"		
683782	"Ethyl 3-[4-[bis(2-chloroethyl)amino]phenyl]-2-[4-(7-chloro-2-oxo-5-phenyl-3H-1,4-benzodiazepin-1-yl)butanoylamino]propanoate"		
683784	"[(E)-[(8R,9S,13S,14S,17R)-13-Ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-ylidene]amino] 9-oxo-10H-acridine-4-carboxylate"		
683785	"9H-Quino[4,3,2-de][1,10]phenanthrolin-9-one, 5-methoxy-"		
683786	"9H-Quino[4,3,2-de][1,10]phenanthrolin-9-one, 10-methoxy-"		
683787	"9H-Quino[4,3,2-de][1,10]phenanthrolin-9-one, 2-methyl-"		
683788	"5H-Quino[6,7,8-ij][2,7]naphthridin-5-one"		
683789	"11-Phenyl-2,12-diazapentacyclo[11.7.1.03,8.09,21.014,19]henicosa-1,3,5,7,9,11,13(21),14,16,18-decaen-20-one"		
683790	"11-[2-(Diethylamino)ethyl]-1,6-diazanaphthacene-5,12-dione"		
683791	"4,4'-Bipiperidine, 1-[(6-methoxy-2-naphthalenyl)methyl]-..."		
683792	"4,4'-Bipiperidine, 1,1'-bis[(6-methoxy- 2-naphthalenyl)m..."		
683827			
683828			
683831			
683833	"2,6-Bis(4-hydroxy-3-(1-piperidinylmethyl)benzylidene)cyclohexanone"		
683834			
683835	"2-(3,4-Dichlorobenzylidene)-6-(4-hydroxybenzylidene)cyclohexanone"		
683838	"2,2-Dimethylspiro[1,3-dioxolane-5,8'-bicyclo[4.2.0]octane]-4,7'-dione"		
683839	"2,4,6-Triisopropyl-N'-(1,7,7-trimethylbicyclo[2.2.1]hept-2-ylidene)benzenesulfonohydrazide"		
683842	"5-[1,3-Dithian-2-yl-(3,4,5-trimethoxyphenyl)methyl]-1,3-benzodioxole"		
683852			
683855			
683856	"1,3-Bis[(E)-(4-bromophenyl)methyleneamino]urea"		
683859			
683860			
683863	Irofulven	FDA approved	Apo|AlkAg|RDI
683864	Temsirolimus	FDA approved	"PK:STK,MTOR"
683890	5-Amino-2-(benzyloxymethyl)oxazole-4-carbonitrile		
683897			
683900	3-Methyl-2-thiophenecarbaldehyde 2-pyridinylhydrazone		
683901	3-Methyl-2-thiophenecarbaldehyde 2-pyrimidinylhydrazone		
683902	"2-Thiophenecarboxaldehyde, 3-methyl-, pyrazinylhydrazone"		
683903	STK029050		
683905	3-Methyl-2-thiophenecarbaldehyde 2-quinolinylhydrazone		
683906	3-Methyl-2-thiophenecarbaldehyde (4-methyl-2-quinolinyl)hydrazone		
683907	"3-Methyl-2-thiophenecarbaldehyde (4,6-dimethyl-2-quinolinyl)hydrazone"		
683908	"3-Methyl-2-thiophenecarbaldehyde (4,8-dimethyl-2-quinolinyl)hydrazone"		
683909	3-Methyl-2-thiophenecarbaldehyde (6-methoxy-4-methyl-2-quinolinyl)hydrazone		
683910	3-Methyl-2-thiophenecarbaldehyde (7-methoxy-4-methyl-2-quinolinyl)hydrazone		
683911	"5-Methyl-2-thiophenecarbaldehyde 4,5-dihydro-1H-imidazol-2-ylhydrazone"		
683912	5-Methyl-2-thiophenecarbaldehyde 2-pyridinylhydrazone		
683915	"5-Methyl-2-thiophenecarbaldehyde 1,3-benzothiazol-2-ylhydrazone"		
683917	AB01321011-02		
683918	AB01329105-02		
683920	"5-Methyl-2-thiophenecarbaldehyde (4,8-dimethyl-2-quinolinyl)hydrazone"		
683921	5-Methyl-2-thiophenecarbaldehyde (6-methoxy-4-methyl-2-quinolinyl)hydrazone		
683922	5-Methyl-2-thiophenecarbaldehyde (7-methoxy-4-methyl-2-quinolinyl)hydrazone		
684033	1-Amino-5-sulfanyl-triazole-4-carbohydrazide		
684035	"5-Amino-N-methyl-1,2,3-thiadiazole-4-carbothioamide"		
684036	N-Amino-N-[(E)-(5-nitro-1H-imidazol-4-yl)diazenyl]methanamine		
684038	"1H-Imidazole-4-carboxamide, 5-thiocyanato-"		
684041	5-(Methylthio)-1H-imidazole-4-carbothioamide		
684043	"Cysteine, S-[(4-aminocarbonyl-1H-imidazol-5-yl)azo]-"		
684044	STL436927		
684045	STL445932		
684046	"Propanedithioamide, 2-[(4-aminocarbonyl-1H-imidazol-5-yl..."		
684047	"1H-Imidazole-4-carboxamide, 5-(3-methyl-1-tetrazenyl)-"		
684049	STL436921		
684051	STL445833		
684052	"5-[(E)-Dimethylaminoazo]-1,3-dihydrobenzimidazol-2-one"		
684054	"Cysteine, N-acetyl-S-[(4-aminocarbonyl-1H-imidazol-5-yl)..."		
684057			
684059	"3-Methyl-4-pyrrol-1-yl-1H-1,2,4-triazol-5-one"		
684067	"1-(3-Benzyl-5-oxo-1H-1,2,4-triazol-4-yl)pyrrolidine-2,5-dione"		
684074	"7H-5,6-Dithioleno[4,3-d]uracil"		
684105	"2-[4-[5-(5-Methyl-2-thienyl)pentoxy]phenyl]-4,5-dihydrooxazole"		
684106	"1-Pentanone, 5-[4-(4,5-dihydro-2-oxazolyl)phenoxy]-1-(1,2,5-trimethyl-1H-pyrrol-3-yl)-"		
684109			
684111	1-Methoxy-N'-(1-methoxy-4-phenylisoquinoline-3-carbonyl)-4-phenylisoquinoline-3-carbohydrazide		
684112	"2,3-Dimethoxy-6,7-dihydroisoquino[3,2-a][2]benzazepin-9(5H)-one"		
684113	"10-(4-Bromophenyl)-5-ethyl-1,5,6,8,10,12-hexazatricyclo[7.3.0.03,7]dodeca-3,6,8,11-tetraen-2-one"		
684118	"Pyrido[3,4-g]quinoline-5,10-dione, 1,4-dihydro- 1-(dimet..."		
684119	"Methyl 1-(dimethylamino)-6-hydroxy-5,10-dioxo-4H-benzo[g]quinoline-4-carboxylate"		
684129	"N,N,N',N'-Tetramethyl(2,7-dinitro-9H-fluoren-9-ylidene)methanediamine"		
684130	"(2E)-2-(1-Piperidyl)-2-(2,4,7-trinitrofluoren-9-ylidene)acetonitrile"		
684142	"Methanethione, bis(4-methyl-1-piperazinyl)-"		
684144	Bis[4-(3-chlorophenyl)piperazin-1-yl]methanethione		
684322	"Phenanthrene-9,10-diimine"		
684329	BHT102893		
684350	"3-(2-Furylmethylene)imidazo[2,1-b]quinazoline-2,5(1H,3H)-dione"		
684355	(4Z)-2-Morpholino-4-(2-thienylmethylene)-1H-imidazol-5-one		
684357	(4Z)-4-[(4-Hydroxyphenyl)methylene]-2-morpholino-1H-imidazol-5-one		
684362	Epothilon A		
684363	Epothilone B	Clinical trial	Tu
684365	ZJESQUBQQBRCGG-UHFFFAOYSA-N		
684376			
684378	(5E)-4-Chloro-5-(2-furylmethylene)imidazole-2-thione		
684379	"1H-Imidazole-2-imine, 4-chloro-2,5-dihydro- N-(4-methylp..."		
684380			
684382	"[(4Z)-4-(Furan-2-ylmethylidene)-3-oxo-11-sulfanylidene-7-thia-2,5,10,12-tetrazatricyclo[6.4.0.02,6]dodeca-1(12),5,8-trien-9-yl]thiourea"		
684388	5-(1-(4-(Dimethylamino)phenyl)-2-phenylethyl)-2-thioxo-4-imidazolidinone		
684391	"(2Z)-5-Amino-2-benzylidene-6-morpholino-8H-imidazo[1,2-a]pyrimidine-3,7-dione"		
684405	1-(4'-Phthalimidopropyl-carbonyl)-5-fluorouracil		
684408	"[(E)-[(6S,8S,9S,10R,11S,13S,14S,16R,17S)-6-Fluoro-17-(2-hexanoyloxyacetyl)-11-hydroxy-10,13,16-trimethyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-ylidene]amino] 9-oxo-10H-acridine"		
684409	"18-Norestr-4-en-3-one, 17-ethynyl-13-ethyl- 17.beta.-hyd..."		
684423	"2-Ethoxy-6,7-dehydroestra-1,3,5(10)-trien-3,17.beta.-diol"		
684424	"Methyl 4-[2-[4-bromo-2,5-dihydroxyphenyl]ethyl]benzoate"		
684438	"2,6-Diamino-N-[2-[[4-[2-(2,6-diaminohexanoylamino)ethylamino]-9,10-dioxoanthracen-1-yl]amino]ethyl]hexanamide"		
684439	"Benzyl N-[5-[(2-methylpropan-2-yl)oxycarbonylamino]-6-[2-[[4-[2-[[2-[(2-methylpropan-2-yl)oxycarbonylamino]-6-(phenylmethoxycarbonylamino)hexanoyl]amino]ethylamino]-9,10-dioxoanthracen-1-yl]amino]ethy"		
684440	"2-Amino-N-[2-[[4-[2-[(2-amino-4-methylsulfanylbutanoyl)amino]ethylamino]-9,10-dioxoanthracen-1-yl]amino]ethyl]-4-methylsulfanylbutanamide"		
684441	"Tert-butyl N-[1-[2-[[4-[2-[[2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-methylsulfanylbutanoyl]amino]ethylamino]-9,10-dioxoanthracen-1-yl]amino]ethylamino]-4-methylsulfanyl-1-oxobutan-2-yl]carbamate"		
684442	"N-[2-[[9,10-Dioxo-4-[2-(pyrrolidine-2-carbonylamino)ethylamino]anthracen-1-yl]amino]ethyl]pyrrolidine-2-carboxamide"		
684443	"Tert-butyl 2-[2-[[4-[2-[[1-[(2-methylpropan-2-yl)oxycarbonyl]pyrrolidine-2-carbonyl]amino]ethylamino]-9,10-dioxoanthracen-1-yl]amino]ethylcarbamoyl]pyrrolidine-1-carboxylate"		
684444	"6,20-Ditert-butyl-3,10,13,16,23-pentaoxa-26,27,28-triazatetracyclo[23.2.1.04,9.017,22]octacosa-1(28),4(9),5,7,17(22),18,20,25-octaene"		
684459	"7H-Pyrido[3,2-d][1]benzazepine-6-thione, 4-(4-bromo- phe..."		
684480	"7H-Pyrido[3,2-d][1]benzazepin-6-one, 2-(3-chlorophenyl)-..."		
684481	"7H-Pyrido[3,2-d][1]benzazepine-6-thione, 2-(3-chloro- ph..."		
684496	"Benzoic acid, 4-[2-(3,6-dioxo-1,4-cyclohexadienyl)ethyl]..."		
684506	22-Hydroxytingenone		
684565	"5-[(E)-3-(4-Nitrophenyl)prop-2-enylidene]-2-sulfanylidene-1,3-diazinane-4,6-dione"		
684567	"4,6(1H,5H)-Pyrimidinedione, 5-[3-[4-(diethylamino)phenyl..."		
684569	"4,6(1H,5H)-Pyrimidinedione, dihydro-5-[3-(4-methoxypheny..."		
684578	"5,7-Dihydroxy-2-nonyl-chromen-4-one"		
684587			
684667	"2-[(9-Amino-5-methylacridine-4-carbonyl)amino]-N,N-dimethylethanamine oxide;hydrochloride"		
684699	"2-Propen-1-one, 1-(5-hydroxy-3-phenyl- 1,2,3-oxadiazol-4..."		
684700	"2-Propen-1-one, 1-(5-hydroxy-3-phenyl- 1,2,3-oxadiazol-4..."		
684701	(E)-3-(4-Hydroxy-3-methoxy-phenyl)-1-(5-hydroxy-3-phenyl-oxadiazol-3-ium-4-yl)prop-2-en-1-one		
684703	"5,8-Quinolinedione, 2-chloro-6-methoxy-4-methyl-7-propyl-"		
684706	"1-Ethoxy-5-methoxy-6-methylpyrido[3,2-a]phenazine"		
684707	"2-Mercapto-4-(2-phenylvinyl)-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridine-3-carbonitrile"		
684712			
684713	Hexafluoro phosphate		
684714			
684725	"2-(2,2-Dimethylpropanoyl)-4,4-dimethyl-3-oxopentanenitrile"		
684749	"N-[5-[[5-[[5-[[3-[3-(Dimethylamino)propylamino]-3-oxopropyl]carbamoyl]-1-methylpyrrol-3-yl]carbamoyl]-1-methylpyrrol-3-yl]carbamoyl]-1-methylpyrrol-3-yl]-1-methylimidazole-2-carboxamide;2,2,2-trifluor"		
684785	"5-Amino-2-[3-(5-amino-4-cyano-oxazol-2-yl)-3-(1,3-dioxoisoindolin-2-yl)propyl]oxazole-4-carbonitrile"		
684789	"5-Amino-2-(4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[6.4.0.02,6]dodecan-6-yl)-1,3-oxazole-4-carbonitrile"		
684802	Maybridge1_002423		
684804	STK377701		
684810	N-((2-((4-Methylphenyl)sulfonyl)hydrazino)methyl)benzamide		
684819	STK691020		
684820	C16H18F6N2O3		
684825	"Ethyl 3,3,3-trifluoro-2-((2-fluorobenzoyl)amino)-2-hydroxypropanoate"		
684832	"N-(1-Chloro-2,2,2-trifluoro-1-(trifluoromethyl)ethyl)-4-fluorobenzamide"		
684834	"2-Methyl-N-(2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl)benzamide"		
684836	"Butanamide, N-[2-[(4-fluorophenyl)amino]-1,1,1,3,3,3- he..."		
684838	"Propanamide, 3,3,3-trifluoro-2-(trifluoromethyl)- N-[2-[..."		
684843	AG-389/33008062		
684845	"Propanoic acid, 3,3,3-trifluoro- 2-[(4-fluorophenyl)amin..."		
684846	"Propanoic acid, 3,3,3-trifluoro- 2-[(3,4-difluorophenyl)..."		
684850	"1,3-Propanedioic acid, 2-[[4-[[(4,5-dihydro-5-methyl-2-t..."		
684855	"Propanoic acid, 3,3,3-trifluoro- 2-[[4-chloro-2-(trifluo..."		
684857	1-((Acetyl-2-methoxyanilino)methyl)-5-oxoproline		
684864	1-[(Acetylphenylamino)methyl]-5-oxopyrrolidine-2-carboxylic acid methyl ester		
684868	"1-[[Acetyl(2,5-dimethoxyphenyl)amino]methyl]-5-oxopyrrolidine-2-carboxylic acid 2-ethoxyethyl ester"		
684869	N-Methyl-1-[(acetylphenylamino)methyl]-5-oxopyrrolidine-2-carboxamide		
684872	"Acetamide, N-[(2-methoxy-5-oxo-1-pyrrolidinyl)methyl]-N-(4-methylphenyl)-"		
684874	"6-Acetyl-1,2,5,10b-tetrahydropyrrolo[1,2-c]quinazolin-3-one"		
684901			
684902			
684903	"2-Amino-4,6-dimethyl-3-oxo-1-N,9-N-bis[7,11,14-trimethyl-2,5,9,12,15,18-hexaoxo-3,10-di(propan-2-yl)-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]phenoxazine-1,9-dicarboxamide"		
684904	"2-Amino-1-N,9-N-bis[18-hydroxy-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-3,10-di(propan-2-yl)-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]-4,6-dimethyl-3-oxophenoxazine-1,9-dicarboxamide"		
684906			
684907			
684908			
684909	"2,6-Pyrimidinediamine, 4-chloro-5-[(4-chlorophenyl)azo]-..."		
