""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_ID"	"CAS"
"702690"	"702690"	"3-(2,3-Dichloro-4,6-disulfamoyl-phenyl)-1,1-diphenyl-urea"	"NS(=O)(=O)c1cc(c(NC(=O)N(c2ccccc2)c3ccccc3)c(Cl)c1Cl)S(=O)(=O)N"	0	""	""	1	1	396505	""
"702691"	"702691"	"4-Thioureido-5,6-dichlorobenzene-1,3-disulfonamide"	"NC(=S)Nc1c(Cl)c(Cl)c(cc1S(=O)(=O)N)S(=O)(=O)N"	0	""	""	1	1	5470533	""
"702692"	"702692"	"1-(5,6-Dichloro-2,4-disulfamoylphenyl)-3-(3,4-dichlorophenyl)urea"	"NS(=O)(=O)c1cc(c(NC(=O)Nc2ccc(Cl)c(Cl)c2)c(Cl)c1Cl)S(=O)(=O)N"	0	""	""	1	1	396507	""
"702734"	"702734"	"3-[[(1R,4As)-1,2,4a-trimethyl-5-methylidene-3,4,6,7,8,8a-hexahydro-2H-naphthalen-1-yl]methyl]-2-chloro-5-methoxycyclohexa-2,5-diene-1,4-dione"	"COC1=CC(=O)C(=C(C[C@]2(C)C(C)CC[C@@]3(C)C2CCCC3=C)C1=O)Cl"	0	""	""	2	2	396513	""
"702755"	"702755"	"3-[5-(1H-Indol-3-yl)pyrazin-2-yl]-1H-indole"	"c1ccc2c(c[nH]c2c1)c3cnc(cn3)c4c[nH]c5ccccc45"	0	""	""	1	1	396515	""
"702756"	"702756"	"1-Methyl-3-[5-(1-methylindol-3-yl)pyrazin-2-yl]indole"	"Cn1cc(c2cnc(cn2)c3cn(C)c4ccccc34)c5ccccc15"	0	""	""	3	3	396516	""
"702759"	"702759"	"Ethyl 3-[6-[2-(9H-fluoren-9-ylmethoxycarbonylamino)ethyl]dibenzofuran-4-yl]propanoate"	"CCOC(=O)CCc1cccc2c1oc3c(CCNC(=O)OCC4c5ccccc5c6ccccc46)cccc23"	0	""	""	1	1	396517	""
"702923"	"702923"	"sphinxolide E"	"COC(CC(=O)O)C(C)C(=O)CCC(C)C(OC)C(C)C1OC(=O)\C=C\C=C(/C)\CC(OC)C(OC)C2=CC(=O)O[C@@H](C(C)C(CC(OC)\C=C\C(C)C(O)CC(OC)\C=C\C1C)OC)[C@H]2O"	0	""	""	1	1	5470535	""
"702924"	"702924"	"sphinxolide F"	"COC(C\C=C\N(C)C=O)C(C)C(=O)CCC(C)C(OC)C(C)C1OC(=O)\C=C\C2OC2(C)CC(OC)C(OC)C3=CC(=O)O[C@@H](C(C)C(CC(OC)\C=C\C(C)C(O)CC(OC)\C=C\C1C)OC)[C@H]3O"	0	""	""	2	2	5470536	""
"702925"	"702925"	"Reidispongiolide C"	"COC(CC(=O)O)C(C)C(=O)CCC(C)C(OC)C(C)C1OC(=O)\C=C\C=C(/C)\CC(CC2=CC(=O)O[C@H](C2)C(C)C(CC(OC)\C=C\C(C)C(CC(OC)\C=C\C1C)OC)OC)OC"	0	""	""	1	1	5470537	""
"702985"	"702985"	"2,3-Bis[[(E)-3-(3,4-dimethoxyphenyl)prop-2-enoyl]amino]propanoic acid"	"COc1ccc(\C=C\C(=O)NCC(NC(=O)\C=C\c2ccc(OC)c(OC)c2)C(=O)O)cc1OC"	0	""	""	1	1	5470542	""
"702986"	"702986"	"N-(3-(3,4-Dihydroxyphenyl)acryloyl)serine"	"OCC(NC(=O)\C=C\c1ccc(O)c(O)c1)C(=O)O"	0	""	""	1	1	5470543	""
"702987"	"702987"	"Methyl 3-(acetyloxy)-2-((3-(3-(acetyloxy)-4-hydroxyphenyl)acryloyl)amino)propanoate"	"COC(=O)C(COC(=O)C)NC(=O)\C=C\c1ccc(O)c(OC(=O)C)c1"	0	""	""	1	1	5470544	""
"703013"	"703013"	"(6As)-2-methoxy-3-phenylmethoxy-6a,7,8,9-tetrahydro-5H-pyrrolo[2,1-c][1,4]benzodiazepine-6,11-dithione"	"COc1cc2C(=S)N3CCC[C@H]3C(=S)Nc2cc1OCc4ccccc4"	0	""	""	1	1	5470549	""
"703018"	"703018"	"3-allylthiohydantoin"	"C=CCN1C(=O)CNC1=S"	0	""	""	1	1	3032418	""
"703020"	"703020"	"STK968464"	"COc1ccc(\C=C\2/NC(=S)N(CC=C)C2=O)cc1"	0	""	""	1	1	1041244	""
"703028"	"703028"	"(5Z)-5-Benzylidene-2-[(E)-but-2-enyl]sulfanyl-3-prop-2-enylimidazol-4-one"	"C\C=C\CSC1=N\C(=C/c2ccccc2)\C(=O)N1CC=C"	0	""	""	1	1	5470561	""
"703035"	"703035"	""	"COc1ccc(\C=C\2/N=C(SC3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)N(CC=C)C2=O)cc1"	0	NA	NA	2	1	NA	""
"703036"	"703036"	""	"CC(=O)OCC1OC(SC2=N\C(=C/c3ccc(C)cc3)\C(=O)N2CC=C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"	0	NA	NA	2	2	NA	""
"703037"	"703037"	""	"CC(=O)OCC1OC(SC2=N\C(=C/c3ccc(Cl)cc3)\C(=O)N2CC=C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"	0	NA	NA	2	2	NA	""
"703038"	"703038"	""	"COc1ccc(\C=C\2/N=C(SC3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)N(CC=C)C2=O)cc1"	0	NA	NA	1	1	NA	""
"703039"	"703039"	""	"CC(=O)OCC1OC(SC2=N\C(=C/c3ccc(C)cc3)\C(=O)N2CC=C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"	0	NA	NA	1	1	NA	""
"703040"	"703040"	""	"CC(=O)OCC1OC(SC2=N\C(=C/c3ccc(Cl)cc3)\C(=O)N2CC=C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"	0	NA	NA	1	1	NA	""
"703062"	"703062"	"3,5'-diformyl-2,5-bis-(2'-thienyl)-pyrrol"	"O=Cc1ccc(s1)c2cc(C=O)c([nH]2)c3cccs3"	0	""	""	2	2	396573	""
"703070"	"703070"	"4-Benzylthio-1-propargyl-1H-pyrazolo[3,4-d]pyrimidine"	"C#CCn1ncc2c(SCc3ccccc3)ncnc12"	0	""	""	1	1	396581	""
"703092"	"703092"	"VMTUPCLFULPHMX-UHFFFAOYSA-N"	"CCOC(=O)c1cn2c3ccc(Cl)cc3sc2n1"	0	""	""	1	1	396584	""
"703097"	"703097"	"Ethyl 6,7-dimethylimidazo[2,1-b][1,3]benzothiazole-2-carboxylate"	"CCOC(=O)c1cn2c3cc(C)c(C)cc3sc2n1"	0	""	""	1	1	396589	""
"703099"	"703099"	"Benzyl N-[(1,4-dimethyldibenzo-p-dioxin-2-yl)methyl]carbamate"	"Cc1cc(CNC(=O)OCc2ccccc2)c(C)c3Oc4ccccc4Oc13"	0	""	""	2	1	396591	""
"703102"	"703102"	"1-Methyl-N-[(E)-1-pyrazin-2-ylethylideneamino]benzimidazol-2-amine"	"C\C(=N/Nc1nc2ccccc2n1C)\c3cnccn3"	0	""	""	2	2	9572088	""
"703104"	"703104"	"N-[(E)-1-Pyrimidin-4-ylethylideneamino]-1H-benzimidazol-2-amine"	"C\C(=N/Nc1nc2ccccc2[nH]1)\c3ccncn3"	0	""	""	2	2	9572090	""
"703105"	"703105"	"1-Methyl-N-[(E)-1-pyrimidin-4-ylethylideneamino]benzimidazol-2-amine"	"C\C(=N/Nc1nc2ccccc2n1C)\c3ccncn3"	0	""	""	2	2	9572091	""
"703107"	"703107"	"N-[(E)-1-Isoquinolin-3-ylethylideneamino]-1H-benzimidazol-2-amine"	"C\C(=N/Nc1nc2ccccc2[nH]1)\c3cc4ccccc4cn3"	0	""	""	2	2	9572092	""
"703108"	"703108"	"N-[(E)-1-Isoquinolin-3-ylethylideneamino]-1-methylbenzimidazol-2-amine"	"C\C(=N/Nc1nc2ccccc2n1C)\c3cc4ccccc4cn3"	0	""	""	2	2	9572093	""
"703109"	"703109"	"5-Methyl-N-[(E)-1-pyridin-2-ylethylideneamino]-1,3-benzothiazol-2-amine"	"C\C(=N/Nc1nc2cc(C)ccc2s1)\c3ccccn3"	0	""	""	2	2	9572094	""
"703110"	"703110"	"N-[(E)-1-Pyridin-2-ylethylideneamino]-5-(trifluoromethyl)-1,3-benzothiazol-2-amine"	"C\C(=N/Nc1nc2cc(ccc2s1)C(F)(F)F)\c3ccccn3"	0	""	""	2	2	9572095	""
"703111"	"703111"	"5-Chloro-N-[(E)-1-pyridin-2-ylethylideneamino]-1,3-benzothiazol-2-amine"	"C\C(=N/Nc1nc2cc(Cl)ccc2s1)\c3ccccn3"	0	""	""	2	2	9572096	""
"703116"	"703116"	"N-(4-Aminobutyl)-N-(3-aminopropoxy)-2,2,5,7,8-pentamethyl-3,4-dihydrochromene-6-sulfonamide;hydrochloride"	"Cc1c(C)c(c(C)c2CCC(C)(C)Oc12)S(=O)(=O)N(CCCCN)OCCCN"	0	""	""	1	1	396612	""
"703117"	"703117"	"N-(5-Aminopentyl)-N-(3-aminopropoxy)-2,2,5,7,8-pentamethyl-3,4-dihydrochromene-6-sulfonamide;hydrochloride"	"Cc1c(C)c(c(C)c2CCC(C)(C)Oc12)S(=O)(=O)N(CCCCCN)OCCCN"	0	""	""	2	2	396614	""
"703122"	"703122"	"2-Amino-4-(2,3,4,9-tetrahydro-1H-carbazol-1-yl)phenol"	"Nc1cc(ccc1O)C2CCCc3c2[nH]c4ccccc34"	0	""	""	1	1	396623	""
"703127"	"703127"	"1,3,4,6-Tetrazapentacyclo[10.6.1.02,7.08,19.013,18]nonadeca-2,7-diene-5-thione"	"S=C1NN=C2N3C4CCCCC4C5CCCC(=C2N1)C35"	0	""	""	1	1	5470587	""
"703131"	"703131"	"F3223-0004"	"Cc1nc2ccccc2n1Cc3oc(nn3)c4ccccc4"	0	""	""	1	1	396632	""
"703132"	"703132"	"AOD100951"	"Cc1nc2ccccc2n1Cc3oc(N)nn3"	0	""	""	1	1	396633	""
"703133"	"703133"	"1-[2-(1,3-Benzothiazol-2-yl)ethyl]-2-methyl-benzimidazole"	"Cc1nc2ccccc2n1CCc3nc4ccccc4s3"	0	""	""	1	1	396634	""
"703136"	"703136"	"1-Cyclohexyl-3-[4-[(2-methylbenzimidazol-1-yl)methyl]phenyl]thiourea"	"Cc1nc2ccccc2n1Cc3ccc(NC(=S)NC4CCCCC4)cc3"	0	""	""	2	2	5470589	""
"703138"	"703138"	"(e)-(3,5-Dimethyl-4h-pyrazol-4-yl)-(2-methyl-3h-benzimidazol-5-yl)diazene"	"CC1=NN=C(C)C1N=Nc2ccc3[nH]c(C)nc3c2"	0	""	""	2	2	396639	""
"703139"	"703139"	"(e)-(3,5-Dimethylisoxazol-4-yl)-(2-methyl-3h-benzimidazol-5-yl)diazene"	"Cc1onc(C)c1N=Nc2ccc3[nH]c(C)nc3c2"	0	""	""	1	1	396640	""
"703141"	"703141"	"(e)-(5,7-Dimethyl-3,6-dihydro-2h-1,4-diazepin-6-yl)-(2-methyl-3h-benzimidazol-5-yl)diazene"	"CC1=NCCN=C(C)C1N=Nc2ccc3[nH]c(C)nc3c2"	0	""	""	1	1	396642	""
"703147"	"703147"	"Epothilone D"	"C[C@H]1CCC\C(=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c2csc(C)n2)\C)\C"	0	"Tu-stab"	""	1	1	NA	"189453109"
"703161"	"703161"	"Methyl 4-(3-phenylazoquinoxalin-2-yl)butanoate"	"COC(=O)CCCc1nc2ccccc2nc1N=Nc3ccccc3"	0	""	""	1	1	396647	""
"703162"	"703162"	"N-[(E)-(3,5-Dimethyl-6-methylsulfanyl-1,1-dioxo-2-phenylthiazin-4-yl)methylideneamino]-4-nitroaniline"	"CSC1=C(C)C(=C(C)N(c2ccccc2)S1(=O)=O)\C=N\Nc3ccc(cc3)[N+](=O)[O-]"	0	""	""	1	1	9572097	""
"703165"	"703165"	"N-[(E)-1-Isoquinolin-3-ylethylideneamino]-1,3-benzothiazol-2-amine"	"C\C(=N/Nc1nc2ccccc2s1)\c3cc4ccccc4cn3"	0	""	""	1	1	9572098	""
"703174"	"703174"	"3-[[4-[4-[[3,5-Bis(morpholin-4-ylmethyl)-2,6-dioxo-1,3,5-triazinan-1-yl]methyl]phenyl]phenyl]methyl]-1,5-bis(morpholin-4-ylmethyl)-1,3,5-triazinane-2,4-dione"	"O=C1N(CN2CCOCC2)CN(CN3CCOCC3)C(=O)N1Cc4ccc(cc4)c5ccc(CN6C(=O)N(CN7CCOCC7)CN(CN8CCOCC8)C6=O)cc5"	0	""	""	2	1	396660	""
"703177"	"703177"	"13,14-Dimethyl-11lambda6-thia-2,15,17-triazatetracyclo[8.7.0.03,8.012,16]heptadeca-1,3,5,7,9,12(16),13-heptaene 11,11-dioxide"	"Cc1[nH]c2Nc3nc4ccccc4cc3S(=O)(=O)c2c1C"	0	""	""	1	1	396663	""
"703178"	"703178"	"N-(4,6-Dimethyl-2-pyridyl)-5-bromothiophene-2-carboxamide"	"Cc1cc(C)nc(NC(=O)c2ccc(Br)s2)c1"	0	""	""	1	1	396664	""
"703196"	"703196"	"N,N'-Bis[2-[[4-[hydroxy(methyl)amino]-4-oxo-butanoyl]amino]ethyl]-2-methyl-propanediamide"	"CC(C(=O)NCCNC(=O)CCC(=O)N(C)O)C(=O)NCCNC(=O)CCC(=O)N(C)O"	0	""	""	1	1	396682	""
"703202"	"703202"	"Cartilagineol"	"CC1(Cl)CC[C@]2(CC1Br)C(=C)C[C@@H](O)[C@@H](Br)C2(C)C"	0	""	""	2	2	396684	"185215990"
"703203"	"703203"	"mailione"	"CC1(C)[C@H](Br)[C@H](O)CC(=C)[C@@]12CCC(=O)C=C2"	0	""	""	2	2	396685	"185213745"
"703215"	"703215"	"(6E)-10-Hydroxy-6,10-dimethyl-3-methylidene-1,3a,4,8,9,11a-hexahydrocyclopenta[10]annulene-2,5,11-trione"	"C\C\1=C/CCC(C)(O)C(=O)C2CC(=O)C(=C)C2CC1=O"	0	""	""	2	2	5470594	""
"703216"	"703216"	"(6E)-10,11-Dihydroxy-6,10-dimethyl-3-methylidene-3a,4,8,9,11,11a-hexahydro-1H-cyclopenta[10]annulene-2,5-dione"	"C\C\1=C/CCC(C)(O)C(O)C2CC(=O)C(=C)C2CC1=O"	0	""	""	4	2	5470595	""
"703220"	"703220"	""	"CCCC[C@H]1[C@H](COC(=O)N1[C@H](C)c2ccccc2)OCOc3ccccc3"	0	NA	NA	2	1	NA	""
"703226"	"703226"	"2-[[Methyl[3-(2-pyridylmethylamino)propyl]amino]methyl]phenol"	"CN(CCCNCc1ccccn1)Cc2ccccc2O"	0	""	""	1	1	396692	""
"703305"	"703305"	"4-[Bis(2-cyanoethyl)amino]-N-(4-chlorophenyl)imino-N'-phenylbenzenecarboximidamide"	"Clc1ccc(cc1)N=N\C(=N\c2ccccc2)\c3ccc(cc3)N(CCC#N)CCC#N"	0	""	""	1	1	396697	""
"703306"	"703306"	"4-[Bis(2-cyanoethyl)amino]-N'-(4-fluorophenyl)-N-phenyliminobenzenecarboximidamide"	"Fc1ccc(cc1)\N=C(/N=Nc2ccccc2)\c3ccc(cc3)N(CCC#N)CCC#N"	0	""	""	1	1	396698	""
"703311"	"703311"	"4-[Bis(2-cyanoethyl)amino]-N'-(4-chlorophenyl)-N-(4-methylphenyl)iminobenzenecarboximidamide"	"Cc1ccc(cc1)N=N\C(=N/c2ccc(Cl)cc2)\c3ccc(cc3)N(CCC#N)CCC#N"	0	""	""	1	1	396703	""
"703312"	"703312"	"4-[Bis(2-cyanoethyl)amino]-N'-(4-chlorophenyl)-N-(4-methoxyphenyl)iminobenzenecarboximidamide"	"COc1ccc(cc1)N=N\C(=N/c2ccc(Cl)cc2)\c3ccc(cc3)N(CCC#N)CCC#N"	0	""	""	1	1	396704	""
"703315"	"703315"	"3-Chloroindolo[2,1-b]quinazoline-6,12-dione"	"Clc1ccc2C(=O)N3C(=Nc2c1)C(=O)c4ccccc34"	0	""	""	1	1	396706	""
"703317"	"703317"	"6-Hydroxy-2-nitro-5a,6-dihydro-5H-indolo[2,1-b]quinazolin-12-one"	"OC1C2Nc3ccc(cc3C(=O)N2c4ccccc14)[N+](=O)[O-]"	0	""	""	1	1	396708	""
"703318"	"703318"	"J3.572.907K"	"OC1C2Nc3ccccc3C(=O)N2c4ccccc14"	0	""	""	1	1	396709	""
"703319"	"703319"	"4,6-Bis[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]pyran-2-one"	"COc1cc(\C=C\C2=CC(=CC(=O)O2)\C=C\c3ccc(O)c(OC)c3)ccc1O"	0	""	""	2	2	5470596	""
"703320"	"703320"	"4,6-Bis[(E)-2-(3,4-dihydroxyphenyl)ethenyl]pyran-2-one"	"Oc1ccc(\C=C\C2=CC(=CC(=O)O2)\C=C\c3ccc(O)c(O)c3)cc1O"	0	""	""	2	1	5470597	""
"703321"	"703321"	"4-[(Z)-2-[5-[(Z)-2-(4-Hydroxy-3-methoxyphenyl)ethenyl]-1,3,4-thiadiazol-2-yl]ethenyl]-2-methoxyphenol"	"COc1cc(\C=C/c2nnc(\C=C/c3ccc(O)c(OC)c3)s2)ccc1O"	0	""	""	2	2	135505177	""
"703322"	"703322"	"4-[(Z)-2-[5-[(Z)-2-(3,4-Dihydroxyphenyl)ethenyl]-1,3,4-thiadiazol-2-yl]ethenyl]benzene-1,2-diol"	"Oc1ccc(\C=C/c2nnc(\C=C/c3ccc(O)c(O)c3)s2)cc1O"	0	""	""	2	2	135505178	""
"703323"	"703323"	"N-(3-Bromophenyl)spiro[1,3-dioxolane-2,7'-6,8-dihydro-5H-[1]benzothiolo[2,3-d]pyrimidine]-4'-amine"	"Brc1cccc(Nc2ncnc3sc4CC5(CCc4c23)OCCO5)c1"	0	""	""	1	1	396714	""
"703324"	"703324"	"4-[(3-Bromophenyl)amino]-6,8-dihydro-5h-benzothiopheno[2,3-d]pyrimidin-7-one"	"Brc1cccc(Nc2ncnc3sc4CC(=O)CCc4c23)c1"	0	""	""	2	1	396715	""
"703326"	"703326"	"N-(3-Bromophenyl)-7,7-dimethoxy-6,8-dihydro-5H-[1]benzothiolo[2,3-d]pyrimidin-4-amine"	"COC1(CCc2c(C1)sc3ncnc(Nc4cccc(Br)c4)c23)OC"	0	""	""	1	1	396717	""
"703327"	"703327"	"2,6-Bis[(E)-2-(4-hydroxy-3-methoxyphenyl)ethenyl]pyran-4-one"	"COc1cc(\C=C\C2=CC(=O)C=C(O2)\C=C\c3ccc(O)c(OC)c3)ccc1O"	0	""	""	2	2	5470600	""
"703328"	"703328"	"2,6-Bis[(E)-2-(3-hydroxy-4-methoxyphenyl)ethenyl]pyran-4-one"	"COc1ccc(\C=C\C2=CC(=O)C=C(O2)\C=C\c3ccc(OC)c(O)c3)cc1O"	0	""	""	2	1	5470601	""
"703329"	"703329"	"2,6-Bis[(E)-2-(3,4-dihydroxyphenyl)ethenyl]pyran-4-one"	"Oc1ccc(\C=C\C2=CC(=O)C=C(O2)\C=C\c3ccc(O)c(O)c3)cc1O"	0	""	""	2	2	5470602	""
"703331"	"703331"	"N-(2-Chloro-6,7-dimethoxyquinazolin-4-yl)-1-benzothiophene-2-sulfonamide"	"COc1cc2nc(Cl)nc(NS(=O)(=O)c3cc4ccccc4s3)c2cc1OC"	0	""	""	1	1	396722	""
"703333"	"703333"	"2,3-Dimethoxy-8-nitro-indolo[2,1-b]quinazoline-6,12-dione"	"COc1cc2N=C3N(C(=O)c2cc1OC)c4ccc(cc4C3=O)[N+](=O)[O-]"	0	""	""	1	1	396724	""
"703334"	"703334"	"2-Chloroindolo[2,1-b]quinazoline-6,12-dione"	"Clc1ccc2N=C3N(C(=O)c2c1)c4ccccc4C3=O"	0	""	""	1	1	396725	""
"703357"	"703357"	"4H-1-Benzopyran-4-one, 5-amino-2- [4-[[2-amino-5-guanidi..."	"Cc1c(F)c(N)c2C(=O)C=C(Oc2c1F)c3ccc(NC(=O)C(N)CCCNC(=N)N)c(F)c3"	0	""	""	2	2	396727	""
"703439"	"703439"	"5-Acetyl-1,3-diphenyl-6-(2-pyrrolidin-1-ylethylsulfanyl)-2-thioxo-pyrimidin-4-one"	"CC(=O)C1=C(SCCN2CCCC2)N(C(=S)N(C1=O)c3ccccc3)c4ccccc4"	0	""	""	2	2	396729	""
"703440"	"703440"	"5-Acetyl-6-[2-(azepan-1-yl)ethylsulfanyl]-1,3-diphenyl-2-thioxo-pyrimidin-4-one"	"CC(=O)C1=C(SCCN2CCCCCC2)N(C(=S)N(C1=O)c3ccccc3)c4ccccc4"	0	""	""	2	2	396730	""
"703441"	"703441"	"5-Acetyl-6-(2-morpholinoethylsulfanyl)-1,3-diphenyl-2-thioxo-pyrimidin-4-one"	"CC(=O)C1=C(SCCN2CCOCC2)N(C(=S)N(C1=O)c3ccccc3)c4ccccc4"	0	""	""	2	1	396731	""
"703442"	"703442"	"Ethyl 4-(2-diethylaminoethylsulfanyl)-6-oxo-1,3-diphenyl-2-thioxo-pyrimidine-5-carboxylate"	"CCOC(=O)C1=C(SCCN(CC)CC)N(C(=S)N(C1=O)c2ccccc2)c3ccccc3"	0	""	""	2	2	396732	""
"703443"	"703443"	"Ethyl 4-oxo-1,3-diphenyl-6-(2-pyrrolidin-1-ylethylsulfanyl)-2-sulfanylidenepyrimidine-5-carboxylate"	"CCOC(=O)C1=C(SCCN2CCCC2)N(C(=S)N(C1=O)c3ccccc3)c4ccccc4"	0	""	""	2	2	396733	""
"703444"	"703444"	"7-(2-Diethylaminoethylsulfanyl)-5-imino-1,3,6-triphenyl-pyrimido[5,4-e]pyrimidine-2,4-dithione"	"CCN(CC)CCSC1=NC2=C(C(=N)N1c3ccccc3)C(=S)N(C(=S)N2c4ccccc4)c5ccccc5"	0	""	""	2	2	396734	""
"703445"	"703445"	"5-Imino-1,3,6-triphenyl-7-(2-pyrrolidin-1-ylethylsulfanyl)pyrimido[6,5-d]pyrimidine-2,4-dithione"	"N=C1N(C(=NC2=C1C(=S)N(C(=S)N2c3ccccc3)c4ccccc4)SCCN5CCCC5)c6ccccc6"	0	""	""	2	2	396735	""
"703446"	"703446"	"5-Imino-7-(2-morpholinoethylsulfanyl)-1,3,6-triphenyl-pyrimido[5,4-e]pyrimidine-2,4-dithione"	"N=C1N(C(=NC2=C1C(=S)N(C(=S)N2c3ccccc3)c4ccccc4)SCCN5CCOCC5)c6ccccc6"	0	""	""	2	2	396736	""
"703447"	"703447"	"7-(3-Dimethylaminopropylsulfanyl)-5-imino-1,3,6-triphenyl-pyrimido[5,4-e]pyrimidine-2,4-dithione"	"CN(C)CCCSC1=NC2=C(C(=N)N1c3ccccc3)C(=S)N(C(=S)N2c4ccccc4)c5ccccc5"	0	""	""	2	2	396737	""
"703448"	"703448"	"7-[3-(Dimethylamino)-2-methylpropyl]sulfanyl-5-imino-1,3,6-triphenylpyrimido[4,5-d]pyrimidine-2,4-dithione"	"CC(CSC1=NC2=C(C(=N)N1c3ccccc3)C(=S)N(C(=S)N2c4ccccc4)c5ccccc5)CN(C)C"	0	""	""	2	2	396738	""
"703449"	"703449"	"5-Imino-1,3,6-triphenyl-7-[3-(1-piperidyl)propylsulfanyl]pyrimido[6,5-d]pyrimidine-2,4-dithione"	"N=C1N(C(=NC2=C1C(=S)N(C(=S)N2c3ccccc3)c4ccccc4)SCCCN5CCCCC5)c6ccccc6"	0	""	""	2	2	396739	""
"703452"	"703452"	"6-[2-(Azepan-1-yl)ethylsulfanyl]-1,3,5-triphenyl-2-thioxo-pyrimidin-4-one"	"O=C1N(C(=S)N(C(=C1c2ccccc2)SCCN3CCCCCC3)c4ccccc4)c5ccccc5"	0	""	""	1	1	396742	""
"703454"	"703454"	"1,3,5-Triphenyl-6-[3-(1-piperidyl)propylsulfanyl]-2-thioxo-pyrimidin-4-one"	"O=C1N(C(=S)N(C(=C1c2ccccc2)SCCCN3CCCCC3)c4ccccc4)c5ccccc5"	0	""	""	1	1	396744	""
"703456"	"703456"	"3-(2,2-Dimethylpropanoyl)-2-thioxo-imidazolidine-1-carbaldehyde"	"CC(C)(C)C(=O)N1CCN(C=O)C1=S"	0	""	""	1	1	396746	""
"703457"	"703457"	"2-Thioxo-3-(3,4,5-trimethoxybenzoyl)imidazolidine-1-carbaldehyde"	"COc1cc(cc(OC)c1OC)C(=O)N2CCN(C=O)C2=S"	0	""	""	1	1	396747	""
"703458"	"703458"	"3-(4-Chlorobenzoyl)-2-thioxoimidazolidine-1-carbaldehyde"	"Clc1ccc(cc1)C(=O)N2CCN(C=O)C2=S"	0	""	""	1	1	396748	""
"703462"	"703462"	"3-(Furan-2-carbonyl)-2-thioxo-imidazolidine-1-carbaldehyde"	"O=CN1CCN(C(=O)c2occc2)C1=S"	0	""	""	2	1	396752	""
"703463"	"703463"	"[2-Thioxo-3-(3,4,5-trimethoxybenzoyl)imidazolidin-1-yl]-(3,4,5-trimethoxyphenyl)methanone"	"COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C2=S"	0	""	""	1	1	396753	""
"703465"	"703465"	"[3-(3,4-Dichlorobenzoyl)-2-thioxo-imidazolidin-1-yl]-(3,4-dichlorophenyl)methanone"	"Clc1ccc(cc1Cl)C(=O)N2CCN(C(=O)c3ccc(Cl)c(Cl)c3)C2=S"	0	""	""	1	1	396755	""
"703466"	"703466"	"[3-(3,5-Dichlorobenzoyl)-2-thioxo-imidazolidin-1-yl]-(3,5-dichlorophenyl)methanone"	"Clc1cc(Cl)cc(c1)C(=O)N2CCN(C(=O)c3cc(Cl)cc(Cl)c3)C2=S"	0	""	""	2	2	396756	""
"703467"	"703467"	"[3-(Furan-2-carbonyl)-2-thioxo-imidazolidin-1-yl]-(2-furyl)methanone"	"O=C(N1CCN(C(=O)c2occc2)C1=S)c3occc3"	0	""	""	2	2	396757	""
"703468"	"703468"	"2-Thienyl-[3-(thiophene-2-carbonyl)-2-thioxo-imidazolidin-1-yl]methanone"	"O=C(N1CCN(C(=O)c2cccs2)C1=S)c3cccs3"	0	""	""	2	1	396758	""
"703469"	"703469"	"O-(2-Phenoxyethyl) N-(4-methoxybenzoyl)-N-phenylcarbamothioate"	"COc1ccc(cc1)C(=O)N(C(=S)OCCOc2ccccc2)c3ccccc3"	0	""	""	1	1	396759	""
"703470"	"703470"	"(4-Chloro-benzoyl)-phenyl-thiocarbamic acid O-(2-phenoxy-ethyl) ester"	"Clc1ccc(cc1)C(=O)N(C(=S)OCCOc2ccccc2)c3ccccc3"	0	""	""	1	1	396760	""
"703542"	"703542"	"(4E,15Z,26E)-4,15,26-Triacontatriene-1,12,18,29-tetryne-3,28-diol"	"OC(\C=C\CCCCCCC#CC\C=C/CC#CCCCCCC\C=C\C(O)C#C)C#C"	0	""	""	2	2	5470603	""
"703543"	"703543"	"(4E,15Z)-Triaconta-4,15-dien-1,12,18,29-tetrayne-3,28-diol"	"OC(CCCCCCCCC#CC\C=C/CC#CCCCCCC\C=C\C(O)C#C)C#C"	0	""	""	2	2	5470604	""
"703544"	"703544"	"(4E,12Z,27Z,43Z)-Hexatetraconta-4,12,27,43-tetraen-1,18,21,45-tetrayne-3,20-diol"	"OC(\C=C\CCCCCC\C=C/CCCCC#CC(O)C#CCCCC\C=C/CCCCCCCCCCCCCC\C=C/C#C)C#C"	0	""	""	2	2	5470605	""
